tt_label,session_number,speaker2,task,ipu2_start_time,ipu2_end_time,overlapped_transition
#,8,A,11,3165.3689,3167.4364,False
X2,8,A,11,3167.4364,3169.859,False
#,8,A,11,3169.859,3172.5539,False
S,8,A,11,3172.5539,3173.251,False
#,8,A,11,3173.251,3173.6279,False
X2,8,A,11,3173.6279,3177.5472,False
#,8,A,11,3177.5472,3178.2398,False
X3,8,A,11,3178.2398,3204.7943,False
#,8,A,11,3204.7943,3205.18,False
X2,8,A,11,3205.18,3214.9015,False
#,8,A,11,3214.9015,3221.3889,False
S,8,A,11,3221.3889,3223.2676,False
#,8,A,11,3223.2676,3224.7641,False
X3,8,A,11,3224.7641,3226.0748,False
#,8,A,11,3226.0748,3229.4334,False
A,8,A,11,3229.4334,3233.0198,False
#,8,A,11,3233.0198,3234.2057,False
S,8,A,11,3234.2057,3235.2612,False
#,8,A,11,3235.2612,3236.2967,False
X2,8,A,11,3236.2967,3239.6597,False
#,8,A,11,3239.6597,3240.3298,False
X2,8,A,11,3240.3298,3255.0093,False
#,8,A,11,3255.0093,3255.6598,False
X2,8,A,11,3255.6598,3262.4514,False
#,8,A,11,3262.4514,3263.9753,False
X2,8,A,11,3263.9753,3276.199,False
#,8,A,11,3276.199,3284.1639,False
S,8,A,11,3284.1639,3285.149,False
#,8,A,11,3285.149,3286.4693,False
O,8,A,11,3286.4693,3297.4214,True
#,8,A,11,3297.4214,3303.6594,False
S,8,A,11,3303.6594,3307.8111,False
#,8,A,11,3307.8111,3309.8299,False
S,8,A,11,3309.8299,3310.4894,False
#,8,A,11,3310.4894,3311.6527,False
PI,8,A,11,3311.6527,3312.4291,False
#,8,A,11,3312.4291,3331.2422,False
O,8,A,11,3331.2422,3331.4334,True
#,8,A,11,3331.4334,3332.1258,False
S,8,A,11,3332.1258,3333.2333,False
#,8,A,11,3333.2333,3335.8858,False
S,8,A,11,3335.8858,3336.6436,False
#,8,A,11,3336.6436,3340.0653,False
A,8,A,11,3340.0653,3344.3567,False
#,8,A,11,3344.3567,3344.7553,False
X2_O,8,A,11,3344.7553,3348.5154,False
#,8,A,11,3348.5154,3351.6273,False
I,8,A,11,3351.6273,3361.1592,True
#,8,A,11,3361.1592,3375.7291,False
S,8,A,11,3375.7291,3376.8117,False
#,8,A,11,3376.8117,3377.7988,False
S,8,A,11,3377.7988,3405.2317,False
#,8,A,11,3405.2317,3405.4715,False
X3,8,A,11,3405.4715,3405.8189,False
#,8,A,11,3405.8189,3416.3395,False
S,8,A,11,3416.3395,3421.2816,False
#,8,A,11,3421.2816,3423.2493,False
PI,8,A,11,3423.2493,3434.4965,False
#,8,A,11,3434.4965,3491.6183,False
S,8,A,11,3491.6183,3492.3032,False
#,8,A,11,3492.3032,3494.4417,False
S,8,A,11,3494.4417,3503.2141,False
#,8,A,11,3503.2141,3516.4515,False
S,8,A,11,3516.4515,3520.3785,False
#,8,A,11,3520.3785,3550.1059,False
S,8,A,11,3550.1059,3551.7248,False
#,8,A,11,3551.7248,3551.9987,False
X3,8,A,11,3551.9987,3552.6877,False
#,8,A,11,3552.6877,3553.641,False
PI,8,A,11,3553.641,3554.9859,False
#,8,A,11,3554.9859,3558.1176,False
S,8,A,11,3558.1176,3559.5139,False
#,8,A,11,3559.5139,3563.5651,False
S,8,A,11,3563.5651,3564.1385,False
#,8,A,11,3564.1385,3566.0854,False
S,8,A,11,3566.0854,3567.1858,False
#,8,A,11,3567.1858,3567.2954,False
X3,8,A,11,3567.2954,3568.6468,False
#,8,A,11,3568.6468,3570.7122,False
PI,8,A,11,3570.7122,3571.4148,False
#,8,A,11,3571.4148,3575.7761,False
PI,8,A,11,3575.7761,3576.936,False
#,8,A,11,3576.936,3578.6858,False
S,8,A,11,3578.6858,3580.4257,False
#,8,A,11,3580.4257,3581.2601,False
I,8,A,11,3581.2601,3582.8571,True
#,8,A,11,3582.8571,3585.4867,False
BC,8,A,11,3585.4867,3586.2022,False
#,8,A,11,3586.2022,3588.9177,False
X1,8,A,12,3601.7967,3602.1371,False
#,8,A,12,3602.1371,3608.1849,False
S,8,A,12,3608.1849,3609.6602,False
#,8,A,12,3609.6602,3610.4124,False
S,8,A,12,3610.4124,3612.3133,False
#,8,A,12,3612.3133,3615.6973,False
O,8,A,12,3615.6973,3616.7418,True
#,8,A,12,3616.7418,3627.6406,False
BC,8,A,12,3627.6406,3628.029,False
#,8,A,12,3628.029,3634.9859,False
BC,8,A,12,3634.9859,3635.3926,False
#,8,A,12,3635.3926,3638.8274,False
BC,8,A,12,3638.8274,3639.2624,False
#,8,A,12,3639.2624,3641.0788,False
BC,8,A,12,3641.0788,3641.4469,False
#,8,A,12,3641.4469,3644.147,False
A,8,A,12,3644.147,3644.9219,False
#,8,A,12,3644.9219,3645.5505,False
BC,8,A,12,3645.5505,3645.7802,False
#,8,A,12,3645.7802,3648.0704,False
PI,8,A,12,3648.0704,3649.097,False
#,8,A,12,3649.097,3656.1604,False
A,8,A,12,3656.1604,3657.1913,False
#,8,A,12,3657.1913,3657.5559,False
BC,8,A,12,3657.5559,3658.6809,False
#,8,A,12,3658.6809,3663.4117,False
BC,8,A,12,3663.4117,3663.8917,False
#,8,A,12,3663.8917,3669.4187,False
S,8,A,12,3669.4187,3671.8887,False
#,8,A,12,3671.8887,3672.1152,False
O,8,A,12,3672.1152,3672.9038,True
#,8,A,12,3672.9038,3681.5388,False
S,8,A,12,3681.5388,3686.569,False
#,8,A,12,3686.569,3690.2316,False
PI,8,A,12,3690.2316,3690.6647,False
#,8,A,12,3690.6647,3691.0673,False
A,8,A,12,3691.0673,3691.7511,False
#,8,A,12,3691.7511,3693.7203,False
BC,8,A,12,3693.7203,3694.0359,False
#,8,A,12,3694.0359,3694.3918,False
PI,8,A,12,3694.3918,3696.3302,False
#,8,A,12,3696.3302,3697.5347,False
S,8,A,12,3697.5347,3698.7339,False
#,8,A,12,3698.7339,3701.5593,False
S,8,A,12,3701.5593,3703.7143,False
#,8,A,12,3703.7143,3705.2529,False
S,8,A,12,3705.2529,3707.4373,False
#,8,A,12,3707.4373,3713.1342,False
PI,8,A,12,3713.1342,3714.0453,False
#,8,A,12,3714.0453,3714.374,False
S,8,A,12,3714.374,3715.444,False
#,8,A,12,3715.444,3719.6293,False
A,8,A,12,3719.6293,3722.9845,False
#,8,A,12,3722.9845,3725.4607,False
BC,8,A,12,3725.4607,3725.8236,False
#,8,A,12,3725.8236,3733.9583,False
S,8,A,12,3733.9583,3734.7635,False
#,8,A,12,3734.7635,3737.5868,False
S,8,A,12,3737.5868,3739.2611,False
#,8,A,12,3739.2611,3739.9451,False
A,8,A,12,3739.9451,3740.5623,False
#,8,A,12,3740.5623,3744.6158,False
PI,8,A,12,3744.6158,3746.0358,False
#,8,A,12,3746.0358,3749.1646,False
S,8,A,12,3749.1646,3749.6633,False
#,8,A,12,3749.6633,3750.2404,False
I,8,A,12,3750.2404,3750.9978,True
#,8,A,12,3750.9978,3753.5736,False
S,8,A,12,3753.5736,3754.5834,False
#,8,A,12,3754.5834,3757.7949,False
S,8,A,12,3757.7949,3759.1974,False
#,8,A,12,3759.1974,3764.6397,False
S,8,A,12,3764.6397,3774.5194,False
#,8,A,12,3774.5194,3777.4133,False
S,8,A,12,3777.4133,3790.6646,False
#,8,A,12,3790.6646,3792.1203,False
S,8,A,12,3792.1203,3792.4446,False
X1,8,A,13,3803.1269,3811.5566,False
#,8,A,13,3811.5566,3812.6809,False
X2,8,A,13,3812.6809,3815.9307,False
#,8,A,13,3815.9307,3818.2223,False
X2,8,A,13,3818.2223,3836.2795,False
#,8,A,13,3836.2795,3840.8049,False
S,8,A,13,3840.8049,3862.9891,False
#,8,A,13,3862.9891,3864.8007,False
X3,8,A,13,3864.8007,3865.0659,False
#,8,A,13,3865.0659,3865.1507,False
O,8,A,13,3865.1507,3865.9606,True
#,8,A,13,3865.9606,3866.2027,False
A,8,A,13,3866.2027,3873.0747,False
#,8,A,13,3873.0747,3874.7388,False
X2,8,A,13,3874.7388,3881.9593,False
#,8,A,13,3881.9593,3883.2463,False
X2,8,A,13,3883.2463,3902.3599,False
#,8,A,13,3902.3599,3903.8455,False
S,8,A,13,3903.8455,3910.3993,False
#,8,A,13,3910.3993,3913.7665,False
O,8,A,13,3913.7665,3913.9425,True
#,8,A,13,3913.9425,3916.0134,False
I,8,A,13,3916.0134,3917.0987,True
#,8,A,13,3917.0987,3923.5044,False
S,8,A,13,3923.5044,3923.7128,False
#,8,A,13,3923.7128,3924.1417,False
X3,8,A,13,3924.1417,3926.5414,False
#,8,A,13,3926.5414,3928.5327,False
S,8,A,13,3928.5327,3932.4009,False
#,8,A,13,3932.4009,3933.3005,False
PI,8,A,13,3933.3005,3934.1002,False
#,8,A,13,3934.1002,3937.1565,False
I,8,A,13,3937.1565,3938.7797,True
#,8,A,13,3938.7797,3939.6001,False
S,8,A,13,3939.6001,3943.4989,False
#,8,A,13,3943.4989,3947.4813,False
S,8,A,13,3947.4813,3949.9532,False
#,8,A,13,3949.9532,3959.7879,False
S,8,A,13,3959.7879,3980.6783,False
#,8,A,13,3980.6783,3983.7424,False
S,8,A,13,3983.7424,3984.1003,False
#,8,A,13,3984.1003,4002.2725,False
BC,8,A,13,4002.2725,4002.7342,False
#,8,A,13,4002.7342,4007.2342,False
S,8,A,13,4007.2342,4015.2413,False
#,8,A,13,4015.2413,4023.3728,False
PI,8,A,13,4023.3728,4027.3672,False
#,8,A,13,4027.3672,4028.3566,False
X3,8,A,13,4028.3566,4029.374,False
#,8,A,13,4029.374,4048.74,False
BC,8,A,13,4048.74,4049.0318,False
#,8,A,13,4049.0318,4050.1203,False
BC,8,A,13,4050.1203,4050.5306,False
#,8,A,13,4050.5306,4056.5957,False
S,8,A,13,4056.5957,4058.1953,False
#,8,A,13,4058.1953,4063.985,False
S,8,A,13,4063.985,4068.6082,False
#,8,A,13,4068.6082,4069.015,False
X2_O,8,A,13,4069.015,4074.877,False
#,8,A,13,4074.877,4079.1279,False
PI,8,A,13,4079.1279,4080.5707,False
#,8,A,13,4080.5707,4091.6999,False
S,8,A,13,4091.6999,4105.4308,False
#,8,A,13,4105.4308,4111.0119,False
S,8,A,13,4111.0119,4111.3884,False
#,8,A,13,4111.3884,4112.2486,False
BI,8,A,13,4112.2486,4113.0167,True
#,8,A,13,4113.0167,4114.4864,False
S,8,A,13,4114.4864,4114.7859,False
#,8,A,13,4114.7859,4116.3666,False
S,8,A,13,4116.3666,4116.7043,False
#,8,A,13,4116.7043,4128.9181,False
S,8,A,13,4128.9181,4129.6588,False
#,8,A,13,4129.6588,4132.3574,False
S,8,A,13,4132.3574,4133.3322,False
#,8,A,14,4174.4515,4175.3088,False
A,8,A,14,4175.3088,4175.6236,False
#,8,A,14,4175.6236,4180.1772,False
BC,8,A,14,4180.1772,4180.5163,False
#,8,A,14,4180.5163,4188.0855,False
BC,8,A,14,4188.0855,4188.4158,False
#,8,A,14,4188.4158,4191.3992,False
S,8,A,14,4191.3992,4193.8868,False
#,8,A,14,4193.8868,4195.5196,False
S,8,A,14,4195.5196,4197.4426,False
#,8,A,14,4197.4426,4205.8457,False
S,8,A,14,4205.8457,4209.3412,False
#,8,A,14,4209.3412,4212.4816,False
S,8,A,14,4212.4816,4214.0219,False
#,8,A,14,4214.0219,4215.2098,False
S,8,A,14,4215.2098,4216.5335,False
#,8,A,14,4216.5335,4225.7133,False
S,8,A,14,4225.7133,4226.5573,False
#,8,A,14,4226.5573,4241.0447,False
S,8,A,14,4241.0447,4241.4059,False
#,8,A,14,4241.4059,4254.0458,False
BC,8,A,14,4254.0458,4254.4903,False
#,8,A,14,4254.4903,4266.1485,False
S,8,A,14,4266.1485,4266.7761,False
#,8,A,14,4266.7761,4278.9795,False
S,8,A,14,4278.9795,4279.5966,False
#,8,A,14,4279.5966,4280.1359,False
X3,8,A,14,4280.1359,4281.209,False
#,8,A,14,4281.209,4281.6376,False
O,8,A,14,4281.6376,4281.8463,True
#,8,A,14,4281.8463,4282.2372,False
X3,8,A,14,4282.2372,4282.8185,False
#,8,A,14,4282.8185,4283.5128,False
S,8,A,14,4283.5128,4283.6982,False
#,8,A,14,4283.6982,4287.1351,False
BC,8,A,14,4287.1351,4287.6674,False
#,8,A,14,4287.6674,4295.155,False
S,8,A,14,4295.155,4296.0985,False
#,8,A,14,4296.0985,4296.5947,False
X3,8,A,14,4296.5947,4297.4025,False
#,8,A,14,4297.4025,4302.4344,False
S,8,A,14,4302.4344,4303.8055,False
#,8,A,14,4303.8055,4307.4423,False
S,8,A,14,4307.4423,4312.5307,False
#,8,A,14,4312.5307,4314.7239,False
S,8,A,14,4314.7239,4315.3323,False
#,8,A,14,4315.3323,4315.6424,False
S,8,A,14,4315.6424,4315.972,False
#,8,A,14,4315.972,4317.3948,False
S,8,A,14,4317.3948,4317.6718,False
#,8,A,14,4317.6718,4322.45,False
BC,8,A,14,4322.45,4322.7654,False
#,8,A,14,4322.7654,4325.1379,False
BC,8,A,14,4325.1379,4325.4554,False
#,8,A,14,4325.4554,4333.1998,False
BC,8,A,14,4333.1998,4333.7609,False
#,8,A,14,4333.7609,4338.723,False
S,8,A,14,4338.723,4345.3359,False
#,8,A,14,4345.3359,4346.3494,False
S,8,A,14,4346.3494,4346.7889,False
#,8,A,14,4346.7889,4349.0843,False
PI,8,A,14,4349.0843,4350.3178,False
#,8,A,14,4350.3178,4352.8158,False
A,8,A,14,4352.8158,4353.1559,False
#,8,A,14,4353.1559,4354.2131,False
S,8,A,14,4354.2131,4365.6121,False
#,8,A,14,4365.6121,4366.3106,False
X2,8,A,14,4366.3106,4368.8918,False
#,8,A,14,4368.8918,4370.933,False
X2,8,A,14,4370.933,4380.1656,False
#,8,A,14,4380.1656,4383.8887,False
BC,8,A,14,4383.8887,4384.2657,False
#,8,A,14,4384.2657,4386.0808,False
BC,8,A,14,4386.0808,4386.5831,False
#,8,A,14,4386.5831,4389.6166,False
S,8,A,14,4389.6166,4390.0338,False
#,8,A,14,4390.0338,4398.709,False
BC,8,A,14,4398.709,4399.1929,False
#,8,A,14,4399.1929,4404.4586,False
BC,8,A,14,4404.4586,4404.7741,False
#,8,A,14,4404.7741,4405.8656,False
BC,8,A,14,4405.8656,4406.4091,False
#,8,A,14,4406.4091,4408.1766,False
S,8,A,14,4408.1766,4410.4306,False
#,8,A,14,4410.4306,4418.2014,False
S,8,A,14,4418.2014,4418.6502,False
#,8,A,14,4418.6502,4422.1965,False
S,8,A,14,4422.1965,4427.7694,False
#,8,A,14,4427.7694,4433.7071,False
O,8,A,14,4433.7071,4434.5818,True
#,8,A,14,4434.5818,4434.6765,False
S,8,A,14,4434.6765,4435.0394,False
#,8,A,14,4435.0394,4457.9435,False
BC,8,A,14,4457.9435,4458.4274,False
#,8,A,14,4458.4274,4462.6997,False
S,8,A,14,4462.6997,4471.7472,False
#,8,A,14,4471.7472,4478.5955,False
S,8,A,14,4478.5955,4479.3055,False
#,8,A,14,4479.3055,4488.2859,False
PI,8,A,14,4488.2859,4489.2839,False
#,8,A,14,4489.2839,4494.307,False
A,8,A,14,4494.307,4495.2397,False
#,8,A,14,4495.2397,4497.3896,False
S,8,A,14,4497.3896,4499.1551,False
#,8,A,14,4499.1551,4500.5386,False
S,8,A,14,4500.5386,4501.5765,False
#,8,A,14,4501.5765,4507.5525,False
BC,8,A,14,4507.5525,4508.0504,False
#,8,A,14,4508.0504,4513.2639,False
BC,8,A,14,4513.2639,4513.8108,False
#,8,A,14,4513.8108,4521.4372,False
BC,8,A,14,4521.4372,4521.9562,False
#,8,A,14,4521.9562,4524.3679,False
BC,8,A,14,4524.3679,4524.7887,False
#,8,A,14,4524.7887,4529.426,False
PI,8,A,14,4529.426,4530.6182,False
#,8,A,14,4530.6182,4531.8034,False
S,8,A,14,4531.8034,4532.9665,False
#,8,A,14,4532.9665,4553.7487,False
S,8,A,14,4553.7487,4558.9221,False
#,8,A,14,4558.9221,4562.3013,False
S,8,A,14,4562.3013,4562.6013,False
#,8,A,14,4562.6013,4562.9134,False
X3,8,A,14,4562.9134,4565.801,False
#,8,A,14,4565.801,4566.0902,False
X3,8,A,14,4566.0902,4570.6257,False
#,8,A,14,4570.6257,4575.1112,False
S,8,A,14,4575.1112,4575.5213,False
#,8,A,14,4575.5213,4579.8522,False
S,8,A,14,4579.8522,4592.4122,False
#,8,A,14,4592.4122,4597.2251,False
S,8,A,14,4597.2251,4598.0846,False
#,8,A,14,4598.0846,4598.6082,False
O,8,A,14,4598.6082,4598.9519,True
#,8,A,14,4598.9519,4599.2692,False
O,8,A,14,4599.2692,4600.9393,True
#,8,A,14,4600.9393,4637.0967,False
BC,8,A,14,4637.0967,4637.701,False
#,8,A,14,4637.701,4651.2646,False
BC,8,A,14,4651.2646,4651.6828,False
#,8,A,14,4651.6828,4656.42,False
S,8,A,14,4656.42,4656.8969,False
#,8,A,14,4656.8969,4658.2994,False
S,8,A,14,4658.2994,4658.8153,False
#,8,A,14,4658.8153,4667.4458,False
BC,8,A,14,4667.4458,4668.2453,False
#,8,A,14,4668.2453,4671.0055,False
A,8,A,14,4671.0055,4671.2807,False
#,8,A,14,4671.2807,4671.407,False
A,8,A,14,4671.407,4673.6045,False
#,8,A,14,4673.6045,4679.3979,False
PI,8,A,14,4679.3979,4679.5629,False
#,8,A,14,4679.5629,4679.6208,False
O,8,A,14,4679.6208,4680.1047,True
#,8,A,14,4680.1047,4680.1748,False
S,8,A,14,4680.1748,4682.0924,False
#,8,A,14,4682.0924,4682.1625,False
X3,8,A,14,4682.1625,4682.7271,False
#,8,A,14,4682.7271,4684.9721,False
S,8,A,14,4684.9721,4685.3262,False
#,8,A,14,4685.3262,4686.7666,False
BC,8,A,14,4686.7666,4687.5836,False
#,8,A,14,4687.5836,4693.741,False
BC,8,A,14,4693.741,4694.1865,False
#,8,A,14,4694.1865,4699.2055,False
PI,8,A,14,4699.2055,4700.9026,False
#,8,A,14,4700.9026,4704.3449,False
S,8,A,14,4704.3449,4705.8195,False
#,8,A,14,4705.8195,4709.3386,False
S,8,A,14,4709.3386,4729.3394,False
#,8,A,14,4729.3394,4730.5804,False
S,8,A,14,4730.5804,4732.1587,False
#,8,A,14,4732.1587,4740.6092,False
O,8,A,14,4740.6092,4741.3596,True
#,8,A,14,4741.3596,4746.0023,False
O,8,A,14,4746.0023,4746.4877,True
#,8,A,14,4746.4877,4755.4238,False
A,8,A,14,4755.4238,4755.7324,False
#,8,A,14,4755.7324,4758.4183,False
BC,8,A,14,4758.4183,4758.9373,False
#,8,A,14,4758.9373,4761.8547,False
S,8,A,14,4761.8547,4778.9954,False
#,8,A,14,4778.9954,4779.1217,False
X3,8,A,14,4779.1217,4779.9354,False
#,8,A,14,4779.9354,4783.594,False
O,8,A,14,4783.594,4786.9604,True
#,8,A,14,4786.9604,4787.6771,False
O,8,A,14,4787.6771,4792.2585,True
#,8,A,14,4792.2585,4795.7303,False
S,8,A,14,4795.7303,4796.2783,False
#,8,A,14,4796.2783,4797.7724,False
S,8,A,14,4797.7724,4800.6018,False
BC,8,B,1,3.9259,4.2383,False
#,8,B,1,4.2383,6.5247,False
O,8,B,1,6.5247,8.3581,True
#,8,B,1,8.3581,13.2964,False
BC,8,B,1,13.2964,13.7328,False
#,8,B,1,13.7328,17.1047,False
PI,8,B,1,17.1047,19.8313,False
#,8,B,1,19.8313,27.5461,False
BC,8,B,1,27.5461,27.9454,False
#,8,B,1,27.9454,32.5991,False
BC,8,B,1,32.5991,32.9323,False
#,8,B,1,32.9323,35.6058,False
O,8,B,1,35.6058,35.9528,True
#,8,B,1,35.9528,46.5883,False
O,8,B,1,46.5883,46.9807,True
#,8,B,1,46.9807,52.57,False
BC,8,B,1,52.57,52.9146,False
#,8,B,1,52.9146,62.412,False
S,8,B,1,62.412,62.7497,False
#,8,B,1,62.7497,64.3943,False
BI,8,B,1,64.3943,64.5358,True
#,8,B,1,64.5358,64.6316,False
BI,8,B,1,64.6316,64.9009,True
#,8,B,1,64.9009,65.064,False
A,8,B,1,65.064,65.3481,False
#,8,B,1,65.3481,65.7395,False
A,8,B,1,65.7395,68.9209,False
#,8,B,1,68.9209,71.4462,False
O,8,B,1,71.4462,71.8661,True
#,8,B,1,71.8661,77.7406,False
BC_O,8,B,1,77.7406,77.9323,False
#,8,B,1,77.9323,78.3978,False
A,8,B,1,78.3978,78.6967,False
#,8,B,1,78.6967,80.6995,False
PI,8,B,1,80.6995,81.3042,False
#,8,B,1,81.3042,95.5147,False
S,8,B,1,95.5147,95.9779,False
#,8,B,1,95.9779,99.744,False
S,8,B,1,99.744,102.1148,False
#,8,B,1,102.1148,113.7155,False
BC,8,B,1,113.7155,114.0327,False
#,8,B,1,114.0327,120.0003,False
O,8,B,1,120.0003,123.5256,True
#,8,B,1,123.5256,123.6762,False
S,8,B,1,123.6762,124.392,False
#,8,B,1,124.392,124.764,False
S,8,B,1,124.764,125.5809,False
#,8,B,1,125.5809,148.9816,False
S,8,B,1,148.9816,149.5033,False
#,8,B,1,149.5033,151.0178,False
O,8,B,1,151.0178,154.1074,True
#,8,B,1,154.1074,157.8861,False
S,8,B,1,157.8861,158.3527,False
#,8,B,1,158.3527,158.4394,False
O,8,B,1,158.4394,162.699,True
#,8,B,1,162.699,163.8233,False
O,8,B,1,163.8233,164.2226,True
#,8,B,1,164.2226,170.3481,False
A,8,B,1,170.3481,172.43,False
#,8,B,1,172.43,174.6895,False
S,8,B,1,174.6895,175.568,False
#,8,B,1,175.568,175.9248,False
X3,8,B,1,175.9248,176.5649,False
#,8,B,1,176.5649,178.0501,False
BI,8,B,1,178.0501,178.7058,True
#,8,B,1,178.7058,179.5078,False
O,8,B,1,179.5078,180.5412,True
#,8,B,1,180.5412,183.4454,False
S,8,B,1,183.4454,183.9713,False
#,8,B,1,183.9713,186.5138,False
S,8,B,1,186.5138,186.8356,False
X1,8,B,2,196.8142,198.8493,False
#,8,B,2,198.8493,201.4203,False
O,8,B,2,201.4203,209.0868,True
#,8,B,2,209.0868,210.0852,False
O,8,B,2,210.0852,210.9087,True
#,8,B,2,210.9087,213.6966,False
S,8,B,2,213.6966,214.4166,False
#,8,B,2,214.4166,214.7066,False
S,8,B,2,214.7066,215.9437,False
#,8,B,2,215.9437,217.0421,False
O,8,B,2,217.0421,217.8301,True
#,8,B,2,217.8301,218.9666,False
S,8,B,2,218.9666,224.7691,False
#,8,B,2,224.7691,228.702,False
PI,8,B,2,228.702,229.5806,False
#,8,B,2,229.5806,232.276,False
O,8,B,2,232.276,235.0044,True
#,8,B,2,235.0044,237.2434,False
X2,8,B,2,237.2434,240.0247,False
#,8,B,2,240.0247,246.189,False
A,8,B,2,246.189,250.6601,False
#,8,B,2,250.6601,255.5679,False
S,8,B,2,255.5679,268.268,False
#,8,B,2,268.268,269.9844,False
BI,8,B,2,269.9844,270.7728,True
#,8,B,2,270.7728,272.1199,False
S,8,B,2,272.1199,275.0617,False
#,8,B,2,275.0617,278.1313,False
O,8,B,2,278.1313,280.098,True
#,8,B,2,280.098,280.9015,False
X2_O,8,B,2,280.9015,282.5418,False
#,8,B,2,282.5418,284.2315,False
A,8,B,2,284.2315,285.3774,False
#,8,B,2,285.3774,287.1814,False
S,8,B,2,287.1814,287.7456,False
#,8,B,2,287.7456,289.6991,False
S,8,B,2,289.6991,299.4694,False
#,8,B,2,299.4694,311.5686,False
I,8,B,2,311.5686,325.6067,True
#,8,B,2,325.6067,326.9685,False
O,8,B,2,326.9685,328.1477,True
#,8,B,2,328.1477,330.9834,False
S,8,B,2,330.9834,332.8268,False
#,8,B,2,332.8268,335.6409,False
O,8,B,2,335.6409,337.6307,True
#,8,B,2,337.6307,338.952,False
S,8,B,2,338.952,343.4506,False
#,8,B,2,343.4506,345.0242,False
X2,8,B,2,345.0242,349.627,False
#,8,B,2,349.627,350.7057,False
X2,8,B,2,350.7057,352.7568,False
#,8,B,2,352.7568,354.9636,False
X2,8,B,2,354.9636,359.9952,False
#,8,B,2,359.9952,368.6996,False
S,8,B,2,368.6996,369.3864,False
#,8,B,2,369.3864,371.2459,False
I,8,B,2,371.2459,373.9016,True
#,8,B,2,373.9016,375.4546,False
O,8,B,2,375.4546,376.3616,True
#,8,B,2,376.3616,380.5065,False
A,8,B,2,380.5065,381.4024,False
#,8,B,2,381.4024,387.9689,False
S,8,B,2,387.9689,388.5104,False
#,8,B,2,388.5104,390.0085,False
S,8,B,2,390.0085,394.2904,False
#,8,B,2,394.2904,394.5935,False
X3,8,B,2,394.5935,395.0265,False
#,8,B,2,395.0265,395.4315,False
X3,8,B,2,395.4315,399.1639,False
#,8,B,2,399.1639,400.0345,False
O,8,B,2,400.0345,400.8077,True
#,8,B,2,400.8077,401.6906,False
A,8,B,2,401.6906,404.2704,False
#,8,B,2,404.2704,405.9204,False
X2,8,B,2,405.9204,409.8071,False
#,8,B,2,409.8071,414.8452,False
X2,8,B,2,414.8452,415.9625,False
#,8,B,2,415.9625,421.6344,False
S,8,B,2,421.6344,422.8244,False
#,8,B,2,422.8244,424.219,False
O,8,B,2,424.219,428.8764,True
#,8,B,2,428.8764,429.5356,False
O,8,B,2,429.5356,430.2318,True
#,8,B,2,430.2318,461.4412,False
O,8,B,2,461.4412,466.0459,True
#,8,B,2,466.0459,466.38,False
X3,8,B,2,466.38,471.0506,False
#,8,B,2,471.0506,473.0803,False
S,8,B,2,473.0803,474.006,False
#,8,B,2,474.006,477.2375,False
O,8,B,2,477.2375,484.2086,True
#,8,B,2,484.2086,488.5331,False
BI,8,B,2,488.5331,488.8329,True
#,8,B,2,488.8329,489.1562,False
O,8,B,2,489.1562,489.57,True
#,8,B,2,489.57,490.0217,False
S,8,B,2,490.0217,491.9867,False
#,8,B,2,491.9867,493.1278,False
S,8,B,2,493.1278,495.2919,False
#,8,B,2,495.2919,497.9047,False
X3,8,B,2,497.9047,498.3379,False
#,8,B,2,498.3379,500.3733,False
PI,8,B,2,500.3733,500.873,False
#,8,B,2,500.873,503.7834,False
S,8,B,2,503.7834,504.9423,False
BC,8,B,3,519.508,519.9077,False
#,8,B,3,519.9077,522.9781,False
BC_O,8,B,3,522.9781,523.3498,False
#,8,B,3,523.3498,537.3563,False
PI,8,B,3,537.3563,537.9439,False
#,8,B,3,537.9439,538.0246,False
I,8,B,3,538.0246,538.4725,True
#,8,B,3,538.4725,540.5052,False
BC,8,B,3,540.5052,540.7507,False
#,8,B,3,540.7507,550.2151,False
BC,8,B,3,550.2151,550.5201,False
#,8,B,3,550.5201,552.1662,False
BC,8,B,3,552.1662,552.4677,False
#,8,B,3,552.4677,562.0754,False
BC,8,B,3,562.0754,562.3471,False
#,8,B,3,562.3471,564.065,False
BC,8,B,3,564.065,564.3455,False
#,8,B,3,564.3455,572.9033,False
S,8,B,3,572.9033,573.2854,False
#,8,B,3,573.2854,581.7364,False
S,8,B,3,581.7364,582.2841,False
#,8,B,3,582.2841,582.7084,False
O,8,B,3,582.7084,584.0598,True
#,8,B,3,584.0598,608.4243,False
S,8,B,3,608.4243,609.2255,False
#,8,B,3,609.2255,615.4139,False
S,8,B,3,615.4139,617.1105,False
#,8,B,3,617.1105,621.6173,False
S,8,B,3,621.6173,621.9171,False
#,8,B,3,621.9171,627.5787,False
BC,8,B,3,627.5787,627.8768,False
#,8,B,3,627.8768,639.7557,False
BC,8,B,3,639.7557,640.0555,False
#,8,B,3,640.0555,645.8846,False
S,8,B,3,645.8846,646.6146,False
#,8,B,3,646.6146,651.9967,False
BC,8,B,3,651.9967,652.2965,False
#,8,B,3,652.2965,666.0298,False
S,8,B,3,666.0298,669.6286,False
#,8,B,3,669.6286,672.4441,False
S,8,B,3,672.4441,675.5367,False
#,8,B,3,675.5367,676.4741,False
O,8,B,3,676.4741,676.6914,True
#,8,B,3,676.6914,682.5382,False
