tt_label,session_number,speaker2,task,ipu2_start_time,ipu2_end_time,overlapped_transition
S,06,A,6,647.6445,651.2804,False
#,06,A,6,651.2804,652.2954,False
S,06,A,6,652.2954,659.9016,False
#,06,A,6,659.9016,661.4326,False
S,06,A,6,661.4326,662.9016,False
#,06,A,6,662.9016,674.7888,False
S,06,A,6,674.7888,681.31,False
#,06,A,6,681.31,690.19,False
S,06,A,6,690.19,694.3623,False
#,06,A,6,694.3623,695.4079,False
X2,06,A,6,695.4079,696.0812,False
#,06,A,6,696.0812,696.3021,False
A,06,A,6,696.3021,698.4766,False
#,06,A,6,698.4766,704.8582,False
A,06,A,6,704.8582,707.0217,False
#,06,A,6,707.0217,708.153,False
S,06,A,6,708.153,716.6664,False
#,06,A,6,716.6664,719.7456,False
S,06,A,6,719.7456,721.1768,False
#,06,A,6,721.1768,742.8776,False
S,06,A,6,742.8776,743.3494,False
#,06,A,6,743.3494,744.5196,False
PI,06,A,6,744.5196,745.4305,False
#,06,A,6,745.4305,746.0807,False
O,06,A,6,746.0807,752.2916,True
#,06,A,6,752.2916,764.0889,False
S,06,A,6,764.0889,765.2176,False
A,06,A,7,774.8812,775.8819,False
#,06,A,7,775.8819,776.5102,False
X2_O,06,A,7,776.5102,778.0519,False
#,06,A,7,778.0519,781.3781,False
S,06,A,7,781.3781,785.2016,False
#,06,A,7,785.2016,790.8539,False
X2,06,A,7,790.8539,791.3018,False
#,06,A,7,791.3018,797.2295,False
S,06,A,7,797.2295,810.1784,False
#,06,A,7,810.1784,832.7383,False
S,06,A,7,832.7383,835.9402,False
#,06,A,7,835.9402,836.6661,False
X2,06,A,7,836.6661,838.8505,False
#,06,A,7,838.8505,856.1485,False
S,06,A,7,856.1485,863.6269,False
#,06,A,7,863.6269,869.0804,False
S,06,A,7,869.0804,874.4916,False
#,06,A,7,874.4916,875.8712,False
O,06,A,7,875.8712,876.318,True
#,06,A,7,876.318,897.2438,False
S,06,A,7,897.2438,899.9996,False
#,06,A,7,899.9996,925.0358,False
S,06,A,7,925.0358,925.431,False
BC,06,A,8,936.7144,937.1229,False
#,06,A,8,937.1229,955.0527,False
PI,06,A,8,955.0527,958.4594,False
#,06,A,8,958.4594,969.3845,False
S,06,A,8,969.3845,973.8626,False
#,06,A,8,973.8626,977.7654,False
S,06,A,8,977.7654,981.3198,False
#,06,A,8,981.3198,982.3332,False
I,06,A,8,982.3332,988.5831,True
#,06,A,8,988.5831,989.7354,False
X2_O,06,A,8,989.7354,997.0796,False
#,06,A,8,997.0796,1003.7674,False
S,06,A,8,1003.7674,1006.8722,False
#,06,A,8,1006.8722,1009.8266,False
S,06,A,8,1009.8266,1011.726,False
#,06,A,8,1011.726,1015.8611,False
S,06,A,8,1015.8611,1016.6882,False
#,06,A,8,1016.6882,1029.102,False
S,06,A,8,1029.102,1030.4574,False
#,06,A,8,1030.4574,1031.4637,False
PI,06,A,8,1031.4637,1040.7048,False
#,06,A,8,1040.7048,1044.8689,False
A,06,A,8,1044.8689,1046.6789,False
#,06,A,8,1046.6789,1049.4189,False
S,06,A,8,1049.4189,1051.3289,False
#,06,A,8,1051.3289,1053.1083,False
S,06,A,8,1053.1083,1056.8161,False
#,06,A,8,1056.8161,1064.147,False
S,06,A,8,1064.147,1074.4247,False
#,06,A,8,1074.4247,1075.0191,False
S,06,A,8,1075.0191,1078.7833,False
#,06,A,8,1078.7833,1081.4926,False
S,06,A,8,1081.4926,1087.0346,False
#,06,A,8,1087.0346,1089.507,False
S,06,A,8,1089.507,1090.1101,False
#,06,A,8,1090.1101,1091.9013,False
S,06,A,8,1091.9013,1092.4203,False
#,06,A,8,1092.4203,1109.3871,False
S,06,A,8,1109.3871,1111.7755,False
#,06,A,8,1111.7755,1118.1945,False
S,06,A,8,1118.1945,1120.088,False
#,06,A,8,1120.088,1137.9168,False
S,06,A,8,1137.9168,1143.4542,False
#,06,A,8,1143.4542,1144.7021,False
S,06,A,8,1144.7021,1146.574,False
#,06,A,8,1146.574,1146.8647,False
X3,06,A,8,1146.8647,1148.5159,False
X1,06,A,9,1152.979,1157.9502,False
#,06,A,9,1157.9502,1168.2114,False
S,06,A,9,1168.2114,1172.3788,False
#,06,A,9,1172.3788,1173.4388,False
S,06,A,9,1173.4388,1188.5088,False
#,06,A,9,1188.5088,1190.8373,False
X2,06,A,9,1190.8373,1196.1533,False
#,06,A,9,1196.1533,1201.416,False
X2,06,A,9,1201.416,1206.0391,False
#,06,A,9,1206.0391,1207.3645,False
X2,06,A,9,1207.3645,1210.9986,False
#,06,A,9,1210.9986,1212.5459,False
X3,06,A,9,1212.5459,1216.4557,False
#,06,A,9,1216.4557,1218.0398,False
X2,06,A,9,1218.0398,1224.9564,False
#,06,A,9,1224.9564,1226.4451,False
O,06,A,9,1226.4451,1227.2025,True
#,06,A,9,1227.2025,1232.0997,False
S,06,A,9,1232.0997,1233.3421,False
#,06,A,9,1233.3421,1236.7052,False
O,06,A,9,1236.7052,1239.2831,True
#,06,A,9,1239.2831,1247.2064,False
X2,06,A,9,1247.2064,1248.8064,False
#,06,A,9,1248.8064,1255.9951,False
S,06,A,9,1255.9951,1262.6439,False
#,06,A,9,1262.6439,1265.2415,False
X2,06,A,9,1265.2415,1270.2189,False
#,06,A,9,1270.2189,1273.6015,False
S,06,A,9,1273.6015,1276.5003,False
#,06,A,9,1276.5003,1278.1258,False
X3,06,A,9,1278.1258,1280.6589,False
#,06,A,9,1280.6589,1283.3663,False
O,06,A,9,1283.3663,1283.7713,True
#,06,A,9,1283.7713,1283.9238,False
X3,06,A,9,1283.9238,1284.3679,False
#,06,A,9,1284.3679,1284.6311,False
S,06,A,9,1284.6311,1285.3191,False
#,06,A,9,1285.3191,1288.5247,False
S,06,A,9,1288.5247,1288.9262,False
#,06,A,9,1288.9262,1292.032,False
O,06,A,9,1292.032,1292.6061,True
S,06,A,10,1309.5496,1310.1988,False
#,06,A,10,1310.1988,1332.2625,False
PI,06,A,10,1332.2625,1333.6613,False
#,06,A,10,1333.6613,1335.8931,False
S,06,A,10,1335.8931,1341.4323,False
#,06,A,10,1341.4323,1343.4562,False
S,06,A,10,1343.4562,1344.9307,False
#,06,A,10,1344.9307,1347.6288,False
S,06,A,10,1347.6288,1352.9543,False
#,06,A,10,1352.9543,1392.522,False
BC,06,A,10,1392.522,1393.069,False
#,06,A,10,1393.069,1395.9487,False
BI,06,A,10,1395.9487,1396.6888,True
#,06,A,10,1396.6888,1396.8194,False
O,06,A,10,1396.8194,1400.913,True
#,06,A,10,1400.913,1405.0476,False
S,06,A,10,1405.0476,1410.9597,False
#,06,A,10,1410.9597,1418.6283,False
S,06,A,10,1418.6283,1421.006,False
#,06,A,10,1421.006,1423.9999,False
O,06,A,10,1423.9999,1424.3541,True
#,06,A,10,1424.3541,1427.0351,False
PI,06,A,10,1427.0351,1427.6627,False
X1,06,A,11,1447.7781,1458.6571,False
#,06,A,11,1458.6571,1459.5162,False
X2,06,A,11,1459.5162,1461.4851,False
#,06,A,11,1461.4851,1463.3142,False
X2,06,A,11,1463.3142,1474.306,False
#,06,A,11,1474.306,1475.2368,False
X2,06,A,11,1475.2368,1478.2171,False
#,06,A,11,1478.2171,1482.2996,False
S,06,A,11,1482.2996,1483.0068,False
#,06,A,11,1483.0068,1486.4736,False
O,06,A,11,1486.4736,1489.4451,True
#,06,A,11,1489.4451,1490.7243,False
S,06,A,11,1490.7243,1493.5899,False
#,06,A,11,1493.5899,1494.6893,False
S,06,A,11,1494.6893,1496.9758,False
#,06,A,11,1496.9758,1499.2368,False
X2,06,A,11,1499.2368,1504.1552,False
#,06,A,11,1504.1552,1504.9191,False
X2,06,A,11,1504.9191,1507.8178,False
#,06,A,11,1507.8178,1514.317,False
S,06,A,11,1514.317,1517.2781,False
#,06,A,11,1517.2781,1519.6081,False
S,06,A,11,1519.6081,1520.8281,False
#,06,A,11,1520.8281,1522.9781,False
S,06,A,11,1522.9781,1531.6232,False
#,06,A,11,1531.6232,1538.2717,False
S,06,A,11,1538.2717,1541.1555,False
#,06,A,11,1541.1555,1541.7522,False
O,06,A,11,1541.7522,1542.187,True
#,06,A,11,1542.187,1554.7483,False
S,06,A,11,1554.7483,1569.1546,False
#,06,A,11,1569.1546,1571.725,False
S,06,A,11,1571.725,1573.0985,False
#,06,A,11,1573.0985,1573.5342,False
S,06,A,11,1573.5342,1581.4074,False
#,06,A,11,1581.4074,1583.1719,False
X2,06,A,11,1583.1719,1583.8129,False
#,06,A,11,1583.8129,1593.6398,False
S,06,A,11,1593.6398,1594.8171,False
#,06,A,11,1594.8171,1598.0563,False
O,06,A,11,1598.0563,1598.5226,True
S,06,A,12,1620.9606,1621.6981,False
#,06,A,12,1621.6981,1628.2314,False
S,06,A,12,1628.2314,1629.6931,False
#,06,A,12,1629.6931,1637.5646,False
BC,06,A,12,1637.5646,1638.0169,False
#,06,A,12,1638.0169,1649.7984,False
PI,06,A,12,1649.7984,1651.8579,False
#,06,A,12,1651.8579,1654.0355,False
S,06,A,12,1654.0355,1657.1838,False
#,06,A,12,1657.1838,1661.9758,False
S,06,A,12,1661.9758,1664.8258,False
#,06,A,12,1664.8258,1676.3532,False
O,06,A,12,1676.3532,1679.8476,True
#,06,A,12,1679.8476,1683.3564,False
PI,06,A,12,1683.3564,1685.1426,False
#,06,A,12,1685.1426,1689.98,False
I,06,A,12,1689.98,1692.4866,True
#,06,A,12,1692.4866,1694.739,False
BC,06,A,12,1694.739,1695.1283,False
#,06,A,12,1695.1283,1697.7386,False
S,06,A,12,1697.7386,1698.2856,False
#,06,A,12,1698.2856,1700.5437,False
S,06,A,12,1700.5437,1702.8632,False
#,06,A,12,1702.8632,1707.359,False
BC,06,A,12,1707.359,1707.906,False
#,06,A,12,1707.906,1710.2671,False
PI,06,A,12,1710.2671,1714.7685,False
#,06,A,12,1714.7685,1714.9982,False
X3,06,A,12,1714.9982,1716.1987,False
#,06,A,12,1716.1987,1716.9891,False
X2,06,A,12,1716.9891,1720.7351,False
#,06,A,12,1720.7351,1723.8581,False
O,06,A,12,1723.8581,1724.3806,True
#,06,A,12,1724.3806,1725.5342,False
BC,06,A,12,1725.5342,1725.9866,False
#,06,A,12,1725.9866,1731.2916,False
I,06,A,12,1731.2916,1734.4316,True
#,06,A,12,1734.4316,1735.5016,False
S,06,A,12,1735.5016,1736.518,False
#,06,A,12,1736.518,1749.9341,False
O,06,A,12,1749.9341,1752.5326,True
#,06,A,12,1752.5326,1752.6816,False
O,06,A,12,1752.6816,1753.4688,True
X1,06,A,13,1763.1493,1768.7696,False
#,06,A,13,1768.7696,1772.5081,False
X2,06,A,13,1772.5081,1778.7785,False
#,06,A,13,1778.7785,1782.193,False
X2,06,A,13,1782.193,1791.1885,False
#,06,A,13,1791.1885,1791.4287,False
X3,06,A,13,1791.4287,1792.1225,False
#,06,A,13,1792.1225,1796.1717,False
X2,06,A,13,1796.1717,1800.3837,False
#,06,A,13,1800.3837,1801.476,False
X2,06,A,13,1801.476,1806.6449,False
#,06,A,13,1806.6449,1807.4031,False
X2,06,A,13,1807.4031,1809.0058,False
#,06,A,13,1809.0058,1826.8802,False
S,06,A,13,1826.8802,1829.841,False
#,06,A,13,1829.841,1830.4967,False
A,06,A,13,1830.4967,1830.7996,False
#,06,A,13,1830.7996,1839.0245,False
S,06,A,13,1839.0245,1839.4094,False
#,06,A,13,1839.4094,1840.9994,False
O,06,A,13,1840.9994,1844.5394,True
#,06,A,13,1844.5394,1844.8894,False
X3,06,A,13,1844.8894,1845.2794,False
#,06,A,13,1845.2794,1846.6228,False
S,06,A,13,1846.6228,1847.624,False
#,06,A,13,1847.624,1856.087,False
S,06,A,13,1856.087,1856.5587,False
BC,06,A,14,1864.8908,1865.3808,False
#,06,A,14,1865.3808,1886.9836,False
BC,06,A,14,1886.9836,1887.4465,False
#,06,A,14,1887.4465,1913.3164,False
BC,06,A,14,1913.3164,1913.6711,False
#,06,A,14,1913.6711,1922.8106,False
O,06,A,14,1922.8106,1935.5006,True
#,06,A,14,1935.5006,1942.3336,False
S,06,A,14,1942.3336,1943.3745,False
#,06,A,14,1943.3745,1945.727,False
S,06,A,14,1945.727,1947.2336,False
#,06,A,14,1947.2336,1947.5436,False
S,06,A,14,1947.5436,1950.3336,False
#,06,A,14,1950.3336,1950.8536,False
X2,06,A,14,1950.8536,1952.2836,False
#,06,A,14,1952.2836,1953.5136,False
O,06,A,14,1953.5136,1955.1136,True
#,06,A,14,1955.1136,1959.5542,False
I,06,A,14,1959.5542,1960.0486,True
#,06,A,14,1960.0486,1962.2011,False
S,06,A,14,1962.2011,1969.701,False
#,06,A,14,1969.701,1970.092,False
X3,06,A,14,1970.092,1977.0382,False
#,06,A,14,1977.0382,1981.3513,False
S,06,A,14,1981.3513,1981.7387,False
#,06,A,14,1981.7387,1988.1011,False
S,06,A,14,1988.1011,1992.6751,False
#,06,A,14,1992.6751,2010.175,False
O,06,A,14,2010.175,2013.1376,True
#,06,A,14,2013.1376,2019.3976,False
PI,06,A,14,2019.3976,2023.0522,False
BC,06,B,1,7.8224,8.133,False
#,06,B,1,8.133,15.1249,False
BC,06,B,1,15.1249,15.4324,False
#,06,B,1,15.4324,27.9217,False
BC,06,B,1,27.9217,28.1676,False
#,06,B,1,28.1676,49.1823,False
S,06,B,1,49.1823,51.7875,False
#,06,B,1,51.7875,74.3942,False
S,06,B,1,74.3942,74.8085,False
X1,06,B,2,83.9108,84.4159,False
#,06,B,2,84.4159,87.0315,False
X3,06,B,2,87.0315,93.5014,False
#,06,B,2,93.5014,96.7034,False
X2,06,B,2,96.7034,100.6371,False
#,06,B,2,100.6371,105.1205,False
X2,06,B,2,105.1205,113.5744,False
#,06,B,2,113.5744,127.8558,False
S,06,B,2,127.8558,131.413,False
#,06,B,2,131.413,135.811,False
S,06,B,2,135.811,139.6579,False
#,06,B,2,139.6579,140.0487,False
A,06,B,2,140.0487,140.1683,False
#,06,B,2,140.1683,140.5393,False
O,06,B,2,140.5393,141.9389,True
#,06,B,2,141.9389,142.871,False
O,06,B,2,142.871,143.7754,True
#,06,B,2,143.7754,144.551,False
S,06,B,2,144.551,154.9984,False
#,06,B,2,154.9984,161.4852,False
S,06,B,2,161.4852,161.7069,False
#,06,B,2,161.7069,169.1609,False
S,06,B,2,169.1609,180.0293,False
#,06,B,2,180.0293,180.9537,False
S,06,B,2,180.9537,186.9021,False
BC,06,B,3,211.8494,212.0907,False
#,06,B,3,212.0907,223.4658,False
BC,06,B,3,223.4658,224.004,False
#,06,B,3,224.004,233.0893,False
O,06,B,3,233.0893,233.4712,True
#,06,B,3,233.4712,239.3498,False
BC,06,B,3,239.3498,239.9072,False
#,06,B,3,239.9072,257.2373,False
BC,06,B,3,257.2373,257.5588,False
#,06,B,3,257.5588,268.8744,False
S,06,B,3,268.8744,276.3321,False
#,06,B,3,276.3321,288.0498,False
S,06,B,3,288.0498,288.7155,False
#,06,B,3,288.7155,290.4052,False
S,06,B,3,290.4052,290.7521,False
#,06,B,3,290.7521,294.5454,False
S,06,B,3,294.5454,301.7766,False
X1,06,B,4,310.2365,310.8226,False
#,06,B,4,310.8226,312.2804,False
X2,06,B,4,312.2804,320.844,False
#,06,B,4,320.844,323.1897,False
S,06,B,4,323.1897,323.3983,False
#,06,B,4,323.3983,328.0198,False
S,06,B,4,328.0198,331.8098,False
#,06,B,4,331.8098,337.519,False
PI,06,B,4,337.519,340.6626,False
#,06,B,4,340.6626,345.8771,False
S,06,B,4,345.8771,346.9171,False
#,06,B,4,346.9171,347.9174,False
O,06,B,4,347.9174,348.2832,True
#,06,B,4,348.2832,348.8571,False
A,06,B,4,348.8571,350.3171,False
#,06,B,4,350.3171,351.4102,False
PI,06,B,4,351.4102,353.2168,False
#,06,B,4,353.2168,358.9218,False
O,06,B,4,358.9218,369.6715,True
#,06,B,4,369.6715,373.0388,False
X3,06,B,4,373.0388,373.4076,False
#,06,B,4,373.4076,380.8811,False
O,06,B,4,380.8811,385.6879,True
#,06,B,4,385.6879,386.4672,False
X3,06,B,4,386.4672,387.1679,False
#,06,B,4,387.1679,387.2979,False
O,06,B,4,387.2979,388.9879,True
#,06,B,4,388.9879,389.5877,False
BI,06,B,4,389.5877,389.8248,True
#,06,B,4,389.8248,391.2678,False
S,06,B,4,391.2678,399.1122,False
#,06,B,4,399.1122,401.4094,False
S,06,B,4,401.4094,404.3024,False
#,06,B,4,404.3024,405.3716,False
S,06,B,4,405.3716,407.0775,False
#,06,B,4,407.0775,413.8791,False
S,06,B,4,413.8791,416.8403,False
#,06,B,4,416.8403,417.0375,False
X3,06,B,4,417.0375,425.2502,False
#,06,B,4,425.2502,426.755,False
S,06,B,4,426.755,426.9438,False
#,06,B,4,426.9438,428.6969,False
S,06,B,4,428.6969,432.5445,False
#,06,B,4,432.5445,434.3731,False
S,06,B,4,434.3731,437.1166,False
#,06,B,4,437.1166,437.5765,False
O,06,B,4,437.5765,438.0832,True
#,06,B,4,438.0832,439.0323,False
O,06,B,4,439.0323,441.427,True
#,06,B,4,441.427,441.5371,False
X3,06,B,4,441.5371,442.0105,False
#,06,B,4,442.0105,442.291,False
A,06,B,4,442.291,442.9222,False
#,06,B,4,442.9222,444.0905,False
S,06,B,4,444.0905,456.0145,False
#,06,B,4,456.0145,458.2853,False
X2,06,B,4,458.2853,466.0994,False
BC,06,B,5,480.1897,480.4227,False
#,06,B,5,480.4227,500.6216,False
S,06,B,5,500.6216,506.4815,False
#,06,B,5,506.4815,520.6361,False
S,06,B,5,520.6361,520.9462,False
#,06,B,5,520.9462,527.5268,False
BC,06,B,5,527.5268,528.1798,False
#,06,B,5,528.1798,532.3376,False
S,06,B,5,532.3376,533.1989,False
#,06,B,5,533.1989,541.4431,False
S,06,B,5,541.4431,542.2256,False
#,06,B,5,542.2256,544.0918,False
BC,06,B,5,544.0918,544.5517,False
#,06,B,5,544.5517,550.4305,False
S,06,B,5,550.4305,568.7303,False
#,06,B,5,568.7303,572.0042,False
BC,06,B,5,572.0042,572.3794,False
#,06,B,5,572.3794,575.5107,False
S,06,B,5,575.5107,578.0897,False
#,06,B,5,578.0897,578.1704,False
X3,06,B,5,578.1704,578.7946,False
#,06,B,5,578.7946,578.9846,False
O,06,B,5,578.9846,579.8745,True
#,06,B,5,579.8745,581.412,False
O,06,B,5,581.412,585.5796,True
#,06,B,5,585.5796,585.8363,False
O,06,B,5,585.8363,591.0696,True
X1,06,B,6,617.3995,627.4936,False
#,06,B,6,627.4936,629.9496,False
S,06,B,6,629.9496,642.8474,False
#,06,B,6,642.8474,646.8227,False
S,06,B,6,646.8227,647.0664,False
#,06,B,6,647.0664,651.2286,False
O,06,B,6,651.2286,651.5354,True
#,06,B,6,651.5354,659.9826,False
S,06,B,6,659.9826,661.0585,False
#,06,B,6,661.0585,661.3075,False
X3,06,B,6,661.3075,661.7751,False
#,06,B,6,661.7751,663.0795,False
S,06,B,6,663.0795,673.05,False
#,06,B,6,673.05,681.4487,False
S,06,B,6,681.4487,688.9833,False
#,06,B,6,688.9833,694.8911,False
BC,06,B,6,694.8911,695.1611,False
#,06,B,6,695.1611,695.3711,False
X3,06,B,6,695.3711,696.0813,False
#,06,B,6,696.0813,696.1346,False
A,06,B,6,696.1346,696.6454,False
#,06,B,6,696.6454,698.3711,False
I,06,B,6,698.3711,705.4411,True
#,06,B,6,705.4411,707.1754,False
S,06,B,6,707.1754,707.5154,False
#,06,B,6,707.5154,710.545,False
BI,06,B,6,710.545,710.7028,True
#,06,B,6,710.7028,717.0737,False
S,06,B,6,717.0737,718.1137,False
#,06,B,6,718.1137,722.1447,False
S,06,B,6,722.1447,741.3453,False
#,06,B,6,741.3453,743.7169,False
S,06,B,6,743.7169,744.2864,False
#,06,B,6,744.2864,745.2069,False
I,06,B,6,745.2069,746.2069,True
#,06,B,6,746.2069,754.1299,False
S,06,B,6,754.1299,755.8879,False
#,06,B,6,755.8879,765.4453,False
S,06,B,6,765.4453,766.8107,False
BC,06,B,7,776.2575,776.5205,False
#,06,B,7,776.5205,779.0294,False
S,06,B,7,779.0294,780.0358,False
#,06,B,7,780.0358,785.5686,False
BC,06,B,7,785.5686,785.9128,False
#,06,B,7,785.9128,791.6926,False
S,06,B,7,791.6926,796.9871,False
#,06,B,7,796.9871,816.8693,False
S,06,B,7,816.8693,828.7801,False
#,06,B,7,828.7801,836.0816,False
BC,06,B,7,836.0816,836.3902,False
#,06,B,7,836.3902,839.0923,False
S,06,B,7,839.0923,851.7088,False
#,06,B,7,851.7088,864.5006,False
S,06,B,7,864.5006,865.4492,False
#,06,B,7,865.4492,874.8177,False
PI,06,B,7,874.8177,895.1879,False
#,06,B,7,895.1879,923.9142,False
S,06,B,7,923.9142,924.5587,False
X1,06,B,8,935.0222,935.6023,False
#,06,B,8,935.6023,936.6123,False
X3,06,B,8,936.6123,954.6613,False
#,06,B,8,954.6613,958.5921,False
S,06,B,8,958.5921,968.7074,False
#,06,B,8,968.7074,973.8578,False
O,06,B,8,973.8578,977.2491,True
#,06,B,8,977.2491,977.611,False
X3,06,B,8,977.611,978.3238,False
#,06,B,8,978.3238,981.9916,False
S,06,B,8,981.9916,982.3916,False
#,06,B,8,982.3916,989.3344,False
BC,06,B,8,989.3344,989.8604,False
#,06,B,8,989.8604,998.0272,False
S,06,B,8,998.0272,1003.5972,False
#,06,B,8,1003.5972,1007.0484,False
S,06,B,8,1007.0484,1008.1364,False
#,06,B,8,1008.1364,1012.4184,False
S,06,B,8,1012.4184,1015.2454,False
#,06,B,8,1015.2454,1016.9465,False
S,06,B,8,1016.9465,1028.9073,False
#,06,B,8,1028.9073,1030.7476,False
S,06,B,8,1030.7476,1031.3472,False
#,06,B,8,1031.3472,1042.3317,False
S,06,B,8,1042.3317,1044.404,False
#,06,B,8,1044.404,1048.1688,False
S,06,B,8,1048.1688,1048.8343,False
#,06,B,8,1048.8343,1050.8903,False
O,06,B,8,1050.8903,1052.4558,True
#,06,B,8,1052.4558,1053.1245,False
X3,06,B,8,1053.1245,1053.7386,False
#,06,B,8,1053.7386,1054.054,False
O,06,B,8,1054.054,1054.2661,True
#,06,B,8,1054.2661,1055.5867,False
O,06,B,8,1055.5867,1055.8514,True
#,06,B,8,1055.8514,1056.8936,False
S,06,B,8,1056.8936,1057.1232,False
#,06,B,8,1057.1232,1074.4354,False
S,06,B,8,1074.4354,1074.8301,False
#,06,B,8,1074.8301,1078.8306,False
S,06,B,8,1078.8306,1081.4486,False
#,06,B,8,1081.4486,1087.5576,False
S,06,B,8,1087.5576,1089.4884,False
#,06,B,8,1089.4884,1090.1932,False
S,06,B,8,1090.1932,1091.5793,False
#,06,B,8,1091.5793,1091.8166,False
X3,06,B,8,1091.8166,1108.6185,False
#,06,B,8,1108.6185,1111.4992,False
O,06,B,8,1111.4992,1111.7474,True
#,06,B,8,1111.7474,1117.0426,False
S,06,B,8,1117.0426,1118.0951,False
#,06,B,8,1118.0951,1119.6952,False
O,06,B,8,1119.6952,1120.0459,True
#,06,B,8,1120.0459,1121.778,False
S,06,B,8,1121.778,1135.1851,False
#,06,B,8,1135.1851,1143.3793,False
O,06,B,8,1143.3793,1143.6283,True
#,06,B,8,1143.6283,1146.8698,False
S,06,B,8,1146.8698,1147.4028,False
S,06,B,9,1160.1764,1167.4993,False
#,06,B,9,1167.4993,1172.0766,False
O,06,B,9,1172.0766,1172.6078,True
#,06,B,9,1172.6078,1190.1863,False
BC,06,B,9,1190.1863,1190.5895,False
#,06,B,9,1190.5895,1199.1064,False
BC,06,B,9,1199.1064,1199.4921,False
#,06,B,9,1199.4921,1206.1947,False
BC,06,B,9,1206.1947,1206.5928,False
#,06,B,9,1206.5928,1212.4233,False
BC,06,B,9,1212.4233,1212.7558,False
#,06,B,9,1212.7558,1216.4874,False
BC,06,B,9,1216.4874,1216.8012,False
#,06,B,9,1216.8012,1225.5369,False
S,06,B,9,1225.5369,1226.4624,False
#,06,B,9,1226.4624,1228.7985,False
S,06,B,9,1228.7985,1229.2333,False
#,06,B,9,1229.2333,1235.1073,False
PI,06,B,9,1235.1073,1236.7073,False
#,06,B,9,1236.7073,1239.4883,False
BC,06,B,9,1239.4883,1241.3265,False
#,06,B,9,1241.3265,1248.9084,False
S,06,B,9,1248.9084,1252.5764,False
#,06,B,9,1252.5764,1263.2386,False
BC,06,B,9,1263.2386,1263.8576,False
#,06,B,9,1263.8576,1270.8507,False
S,06,B,9,1270.8507,1272.8826,False
#,06,B,9,1272.8826,1278.0993,False
PI,06,B,9,1278.0993,1278.6119,False
#,06,B,9,1278.6119,1280.7285,False
PI,06,B,9,1280.7285,1283.4465,False
#,06,B,9,1283.4465,1283.9785,False
S,06,B,9,1283.9785,1284.3957,False
#,06,B,9,1284.3957,1284.8485,False
O,06,B,9,1284.8485,1288.2449,True
#,06,B,9,1288.2449,1290.0476,False
S,06,B,9,1290.0476,1292.2164,False
X1,06,B,10,1305.1899,1308.5044,False
#,06,B,10,1308.5044,1310.4086,False
S,06,B,10,1310.4086,1330.4228,False
#,06,B,10,1330.4228,1333.7522,False
S,06,B,10,1333.7522,1335.4646,False
#,06,B,10,1335.4646,1341.7441,False
S,06,B,10,1341.7441,1342.4737,False
#,06,B,10,1342.4737,1345.0182,False
S,06,B,10,1345.0182,1346.5372,False
#,06,B,10,1346.5372,1353.7027,False
S,06,B,10,1353.7027,1392.1389,False
#,06,B,10,1392.1389,1392.5046,False
X3,06,B,10,1392.5046,1392.9474,False
#,06,B,10,1392.9474,1393.0774,False
X2,06,B,10,1393.0774,1396.9174,False
#,06,B,10,1396.9174,1401.302,False
S,06,B,10,1401.302,1401.5466,False
#,06,B,10,1401.5466,1412.0437,False
S,06,B,10,1412.0437,1418.2395,False
#,06,B,10,1418.2395,1421.5148,False
S,06,B,10,1421.5148,1426.8894,False
#,06,B,10,1426.8894,1426.9894,False
X3,06,B,10,1426.9894,1430.022,False
BC,06,B,11,1458.9099,1459.1782,False
#,06,B,11,1459.1782,1462.323,False
BC,06,B,11,1462.323,1462.9778,False
#,06,B,11,1462.9778,1474.4734,False
BC,06,B,11,1474.4734,1474.8798,False
#,06,B,11,1474.8798,1478.9821,False
S,06,B,11,1478.9821,1479.9621,False
#,06,B,11,1479.9621,1485.8983,False
S,06,B,11,1485.8983,1486.4813,False
#,06,B,11,1486.4813,1489.4173,False
O,06,B,11,1489.4173,1490.1435,True
#,06,B,11,1490.1435,1494.1954,False
S,06,B,11,1494.1954,1494.5435,False
#,06,B,11,1494.5435,1497.1444,False
BC,06,B,11,1497.1444,1497.4889,False
#,06,B,11,1497.4889,1504.5088,False
BC,06,B,11,1504.5088,1504.7297,False
#,06,B,11,1504.7297,1507.917,False
S,06,B,11,1507.917,1513.2204,False
#,06,B,11,1513.2204,1517.6707,False
S,06,B,11,1517.6707,1519.3408,False
#,06,B,11,1519.3408,1521.3816,False
S,06,B,11,1521.3816,1522.7785,False
#,06,B,11,1522.7785,1532.0079,False
S,06,B,11,1532.0079,1537.6629,False
#,06,B,11,1537.6629,1538.1129,False
